gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species,ortholog_taxon_id,ortholog_sources,num_ortholog_sources
Gmcl1,23885,ENSMUSG00000001157,GMCL1,64395,ENSG00000087338,GMCL1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Gpr182,11536,ENSMUSG00000058396,GPR182,11318,ENSG00000166856,GPR182,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Grm8,14823,ENSMUSG00000024211,GRM8,2918,ENSG00000179603,GRM8,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Gsg1,14840,ENSMUSG00000030206,GSG1,83445,ENSG00000111305,GSG1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Gstm5,14866,ENSMUSG00000004032,GSTM3,2947,ENSG00000134202,GSTM3,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,10
H1f6,107970,ENSMUSG00000036211,H1-6,3010,ENSG00000187475,HIST1H1T,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Hba-x,15126,ENSMUSG00000055609,HBZ,3050,ENSG00000130656,HBZ,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Hoxb1,15407,ENSMUSG00000018973,HOXB1,3211,ENSG00000120094,HOXB1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Hspa1l,15482,ENSMUSG00000007033,HSPA1L,3305,ENSG00000204390,HSPA1L,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Hspa2,15512,ENSMUSG00000059970,HSPA2,3306,ENSG00000126803,HSPA2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Hspa4l,18415,ENSMUSG00000025757,HSPA4L,22824,ENSG00000164070,HSPA4L,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,10
Htr5a,15563,ENSMUSG00000039106,HTR5A,3361,ENSG00000157219,HTR5A,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Ide,15925,ENSMUSG00000056999,IDE,3416,ENSG00000119912,IDE,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Ift88,21821,ENSMUSG00000040040,IFT88,8100,ENSG00000032742,IFT88,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Il12rb2,16162,ENSMUSG00000018341,IL12RB2,3595,ENSG00000081985,IL12RB2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Il13ra2,16165,ENSMUSG00000031289,IL13RA2,3598,ENSG00000123496,IL13RA2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ip6k1,27399,ENSMUSG00000032594,IP6K1,9807,ENSG00000176095,IP6K1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Jam3,83964,ENSMUSG00000031990,JAM3,83700,ENSG00000166086,JAM3,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Kif2c,73804,ENSMUSG00000028678,KIF2C,11004,ENSG00000142945,KIF2C,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Ldhc,16833,ENSMUSG00000030851,LDHC,3948,ENSG00000166796,LDHC,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam,11
Lpin1,14245,ENSMUSG00000020593,LPIN1,23175,ENSG00000134324,LPIN1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Map7,17761,ENSMUSG00000019996,MAP7,9053,ENSG00000135525,MAP7,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mast2,17776,ENSMUSG00000003810,MAST2,23139,ENSG00000086015,MAST2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mep1b,17288,ENSMUSG00000024313,MEP1B,4225,ENSG00000141434,MEP1B,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mlf1,17349,ENSMUSG00000048416,MLF1,4291,ENSG00000178053,MLF1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mllt10,17354,ENSMUSG00000026743,MLLT10,8028,ENSG00000078403,MLLT10,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Mtnr1a,17773,ENSMUSG00000054764,MTNR1A,4543,ENSG00000168412,MTNR1A,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Mtor,56717,ENSMUSG00000028991,MTOR,2475,ENSG00000198793,MTOR,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Naa11,97243,ENSMUSG00000046000,NAA11,84779,ENSG00000156269,NAA11,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,HGNC|HomoloGene|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,8
Ncaph,215387,ENSMUSG00000034906,NCAPH,23397,ENSG00000121152,NCAPH,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Nefh,380684,ENSMUSG00000020396,NEFH,4744,ENSG00000100285,NEFH,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Nek2,18005,ENSMUSG00000026622,NEK2,4751,ENSG00000117650,NEK2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Nf2,18016,ENSMUSG00000009073,NF2,4771,ENSG00000186575,NF2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Nos1,18125,ENSMUSG00000029361,NOS1,4842,ENSG00000089250,NOS1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Nphp1,53885,ENSMUSG00000027378,NPHP1,4867,ENSG00000144061,NPHP1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Npy5r,18168,ENSMUSG00000044014,NPY5R,4889,ENSG00000164129,NPY5R,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Oaz3,53814,ENSMUSG00000028141,OAZ3,51686,ENSG00000143450,OAZ3,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther,9
Odf1,18285,ENSMUSG00000061923,ODF1,4956,ENSG00000155087,ODF1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|Treefam,10
Pacrg,69310,ENSMUSG00000037196,PACRG,135138,ENSG00000112530,PACRG,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Papolb,56522,ENSMUSG00000074817,PAPOLB,56903,ENSG00000218823,PAPOLB,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
Parp2,11546,ENSMUSG00000036023,PARP2,10038,ENSG00000129484,PARP2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Pcsk1n,30052,ENSMUSG00000039278,PCSK1N,27344,ENSG00000102109,PCSK1N,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Pcsk4,18551,ENSMUSG00000020131,PCSK4,54760,ENSG00000115257,PCSK4,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Pdha2,18598,ENSMUSG00000047674,PDHA2,5161,ENSG00000163114,PDHA2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,8
Pebp1,23980,ENSMUSG00000032959,PEBP1,5037,ENSG00000089220,PEBP1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,HGNC|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam,8
Pgk2,18663,ENSMUSG00000031233,PGK2,5232,ENSG00000170950,PGK2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam,9
Pgs1,74451,ENSMUSG00000017715,PGS1,9489,ENSG00000087157,PGS1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Phf7,71838,ENSMUSG00000021902,PHF7,51533,ENSG00000010318,PHF7,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Phkg2,68961,ENSMUSG00000030815,PHKG2,5261,ENSG00000156873,PHKG2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Pias2,17344,ENSMUSG00000025423,PIAS2,9063,ENSG00000078043,PIAS2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Pomc,18976,ENSMUSG00000020660,POMC,5443,ENSG00000115138,POMC,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Prkar2a,19087,ENSMUSG00000032601,PRKAR2A,5576,ENSG00000114302,PRKAR2A,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Prm2,19119,ENSMUSG00000038015,PRM2,5620,ENSG00000122304,PRM2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|NCBI|OMA|Panther|Treefam,7
Psmg1,56088,ENSMUSG00000022913,PSMG1,8624,ENSG00000183527,PSMG1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Rad17,19356,ENSMUSG00000021635,RAD17,5884,ENSG00000152942,RAD17,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
Rfc4,106344,ENSMUSG00000022881,RFC4,5984,ENSG00000163918,RFC4,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Rpl39l,68172,ENSMUSG00000039209,RPL39L,116832,ENSG00000163923,RPL39L,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,OMA|OrthoDB|Panther|Treefam,4
Scg3,20255,ENSMUSG00000032181,SCG3,29106,ENSG00000104112,SCG3,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Scg5,20394,ENSMUSG00000023236,SCG5,6447,ENSG00000166922,SCG5,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Septin4,18952,ENSMUSG00000020486,SEPTIN4,5414,ENSG00000108387,SEPT4,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
She,214547,ENSMUSG00000046280,SHE,126669,ENSG00000169291,SHE,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Sirt1,93759,ENSMUSG00000020063,SIRT1,23411,ENSG00000096717,SIRT1,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Slc12a2,20496,ENSMUSG00000024597,SLC12A2,6558,ENSG00000064651,SLC12A2,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Slc2a5,56485,ENSMUSG00000028976,SLC2A5,6518,ENSG00000142583,SLC2A5,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
Snap91,20616,ENSMUSG00000033419,SNAP91,9892,ENSG00000065609,SNAP91,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Spata6,67946,ENSMUSG00000034401,SPATA6,54558,ENSG00000132122,SPATA6,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
Theg,21830,ENSMUSG00000020317,SPMAP2,51298,ENSG00000105549,THEG,M5951,HALLMARK_SPERMATOGENESIS,H,"",Hallmark,"Genes up-regulated during production of male gametes (sperm), as in spermatogenesis.",HS,26771021,"","","",2025.1.Hs,HS,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
